filename,spanning_pct,rows_count,column_count,total_cells,aspect_ratio,width_added,height_added,is_complex,area_added
000007085816000166_bac-331201610xq-t282,0.38571428571428573,42,5,129,0.8813500347947112,1607,0,1,-9239910
000009341016000049_cvx-123115x10kdoc-t109,0.34285714285714286,10,7,46,3.272609819121447,0,246,1,-1246236
000002134416000050_a2015123110-k-t273,0.2,4,5,16,6.630890052356021,0,442,1,-2239172
000007085816000166_bac-331201610xq-t426,0.3701923076923077,16,13,131,1.7231292517006802,1266,531,1,-9108668
000002134416000050_a2015123110-k-t324,0.2571428571428571,10,14,104,3.239018087855297,0,239,1,-1200853
000007085816000166_bac-331201610xq-t57,0.38392857142857145,16,7,69,2.164957264957265,0,48,1,-243168
000003799620000010_f1231201910-k-t32,0.0,6,3,18,4.956947162426615,0,377,0,-1912415
000006480319000013_cvs-2018231x10k-t17,0.0,7,4,28,4.382352941176471,0,344,0,-1742704
000003408819000010_xom10k2018-t94,0.1,15,4,54,2.119665271966527,0,35,1,-179843
000007085816000166_bac-331201610xq-t372,0.44,5,5,14,5.692134831460674,0,410,1,-2079593
000003799620000010_f1231201910-k-t277,0.38095238095238093,12,7,52,2.792723263506064,0,179,1,-909347
000003408819000010_xom10k2018-t63,0.21428571428571427,6,7,33,3.832072617246596,0,302,1,-1532465
000002134416000050_a2015123110-k-t106,0.0,9,7,63,3.582743988684583,0,279,0,-1415947
000007085816000166_bac-331201610xq-t189,0.4855769230769231,16,13,107,1.918939393939394,1266,606,1,-9488618
000003799615000064_f0930201510-q-t153,0.22941176470588234,17,10,131,2.0560064935064934,0,17,1,-86122
000003799620000010_f1231201910-k-t319,0.25,8,3,18,3.9271317829457364,0,310,1,-1572993
000007085816000166_bac-331201610xq-t562,0.4697802197802198,28,13,193,1.2943280531425652,1266,288,1,-7875097
000007085816000166_bac-331201610xq-t270,0.36363636363636365,11,9,63,3.0118906064209274,0,212,1,-1076525
000009341016000049_cvx-123115x10kdoc-t19,0.027777777777777776,18,4,70,1.9499615088529638,1266,617,1,-9541811
000003799620000010_f1231201910-k-t2,0.26666666666666666,5,3,11,5.692134831460674,0,410,1,-2079593
000007085816000166_bac-331201610xq-t162,0.19230769230769232,13,10,105,1.994488188976378,1266,631,1,-9615268
000007085816000166_bac-331201610xq-t661,0.22857142857142856,5,7,27,4.647706422018349,0,360,1,-1826293
000009341016000049_cvx-123115x10kdoc-t119,0.32857142857142857,7,10,47,4.382352941176471,0,344,1,-1742704
000007085816000166_bac-331201610xq-t489,0.40329218106995884,27,9,145,1.2722250125565042,1266,271,1,-7788975
000003799620000010_f1231201910-k-t247,0.0,3,3,9,8.015822784810126,0,475,0,-2406350
000003799620000010_f1231201910-k-t379,0.2857142857142857,7,5,25,4.382352941176471,0,344,1,-1742704
000003408819000010_xom10k2018-t68,0.125,4,4,14,6.223587223587224,0,429,1,-2175847
000007085816000166_bac-331201610xq-t124,0.2857142857142857,7,7,35,4.0334394904458595,0,319,1,-1616054
000003799620000010_f1231201910-k-t404,0.4014336917562724,31,18,334,1.011985617259289,1266,15,1,-6492079
000003799615000064_f0930201510-q-t74,0.4444444444444444,9,17,85,3.346103038309115,0,254,1,-1289297
000002134416000050_a2015123110-k-t51,0.36363636363636365,12,11,84,2.792723263506064,0,179,1,-909347
000007085816000166_bac-331201610xq-t390,0.36666666666666664,6,5,19,4.956947162426615,0,377,1,-1912415
000006480316000074_cvs-20151231x10k-t32,0.05952380952380952,7,12,79,4.373702422145329,0,343,1,-1734208
000009341016000049_cvx-123115x10kdoc-t31,0.0625,32,2,60,1.140990990990991,1266,156,1,-7208918
000007085816000166_bac-331201610xq-t175,0.46153846153846156,13,9,63,2.4833333333333334,0,123,1,-623118
000007085816000166_bac-331201610xq-t486,0.2727272727272727,11,3,24,3.0118906064209274,0,212,1,-1076525
000002134416000050_a2015123110-k-t109,0.0,9,7,63,3.582743988684583,0,279,0,-1415947
000002134416000050_a2015123110-k-t85,0.12727272727272726,10,11,96,3.272609819121447,0,246,1,-1246236
000003799620000010_f1231201910-k-t273,0.0,23,3,66,1.1629935720844813,1266,177,0,-7315304
000007085816000166_bac-331201610xq-t286,0.32919254658385094,23,7,108,1.3137966804979253,1266,302,1,-7948554
000003799620000010_f1231201910-k-t254,0.42424242424242425,21,11,133,1.694314381270903,1266,519,1,-9045343
000006480319000013_cvs-2018231x10k-t114,0.16363636363636364,11,5,46,3.0118906064209274,0,212,1,-1076525
000003408819000010_xom10k2018-t90,0.14285714285714285,12,7,72,2.579429735234216,0,142,1,-719372
000002134416000050_a2015123110-k-t251,0.36444444444444446,25,9,143,1.4416619237336368,1266,388,1,-8381697
000007085816000166_bac-331201610xq-t610,0.42483660130718953,34,9,176,1.04496699669967,1266,54,1,-6692186
000003799620000010_f1231201910-k-t403,0.2857142857142857,7,5,25,4.382352941176471,0,344,1,-1742704
000003408819000010_xom10k2018-t71,0.0,33,2,66,1.0168606985146527,1266,21,0,-6522475
000003408819000010_xom10k2018-t104,0.03571428571428571,14,4,54,2.25355871886121,0,71,1,-359686
000007085816000166_bac-331201610xq-t69,0.3925729442970822,29,13,229,0.9486891385767791,1403,0,1,-7494690
000006480319000013_cvs-2018231x10k-t130,0.0,37,3,111,0.9933202357563851,1281,0,0,-6520290
000002134416000050_a2015123110-k-t198,0.3,8,5,28,3.9271317829457364,0,310,1,-1572993
000007085816000166_bac-331201610xq-t448,0.43333333333333335,10,9,51,3.0740291262135924,0,221,1,-1119586
000007085816000166_bac-331201610xq-t90,0.29118773946360155,29,9,185,1.223671497584541,1266,231,1,-7588868
000007085816000166_bac-331201610xq-t78,0.38571428571428573,10,7,43,3.272609819121447,0,246,1,-1246236
000009341016000049_cvx-123115x10kdoc-t118,0.15,10,4,34,3.272609819121447,0,246,1,-1246236
